Average Zeroed Cap@174kHz,Average Zeroed Cap@224kHz,Average Zeroed Cap@287kHz,Average Zeroed Cap@368kHz,Average Zeroed Cap@473kHz,Average Zeroed Cap@607kHz,Average Zeroed Cap@779kHz,Average Zeroed Cap@1000kHz,Average Zeroed Cap@1284kHz,Average Zeroed Cap@1648kHz,Average Zeroed Cap@2115kHz,Group,Day,,,,,,,,,,,
2.57,2.326,1.629,1.454,1.238,1.003,0.882,0.73,0.752,0.67,0.55,4,1,,,,,,,,,,,
2.327,2.375,1.715,1.509,1.174,1.029,0.898,0.776,0.697,0.542,0.523,4,1,,,,,,,,,,,
2.495,2.252,1.697,1.431,0.988,0.959,0.857,0.783,0.812,0.632,0.559,4,1,,,,,,,,,,,
2.461,2.324,1.468,1.494,1.193,1.058,0.913,0.774,0.723,0.567,0.44,4,1,,,,,,,,,,,
2.411,2.206,1.682,1.333,1.151,0.96,0.894,0.751,0.74,0.628,0.54,4,1,,,,,,,,,,,
2.443,2.353,1.69,1.396,1.282,0.99,0.895,0.728,0.738,0.628,0.486,4,1,,,,,,,,,,,
2.519,2.207,1.724,1.399,1.137,1.008,0.833,0.725,0.766,0.635,0.529,4,1,,,,,,,,,,,
2.601,2.27,1.751,1.505,1.167,0.959,0.852,0.71,0.735,0.615,0.541,4,1,,,,,,,,,,,
2.534,2.175,1.681,1.302,1.087,1.005,0.844,0.73,0.726,0.639,0.553,4,1,,,,,,,,,,,
2.47,2.3,1.543,1.315,1.118,1.006,0.86,0.791,0.739,0.597,0.54,4,1,,,,,,,,,,,
2.454,2.419,1.723,1.384,1.082,0.968,0.869,0.764,0.712,0.617,0.516,4,1,,,,,,,,,,,
2.582,2.43,1.646,1.341,1.116,0.996,0.79,0.705,0.721,0.555,0.486,4,1,,,,,,,,,,,
2.31,2.248,1.536,1.244,1.063,1.002,0.788,0.741,0.76,0.654,0.498,4,1,,,,,,,,,,,
2.447,2.133,1.723,1.267,1.139,0.955,0.831,0.727,0.745,0.559,0.495,4,1,,,,,,,,,,,
2.458,2.274,1.748,1.39,1.048,0.973,0.818,0.741,0.754,0.543,0.533,4,1,,,,,,,,,,,
2.581,2.276,1.77,1.453,1.062,1.009,0.829,0.734,0.638,0.595,0.49,4,1,,,,,,,,,,,
2.409,2.395,1.71,1.288,0.887,0.98,0.899,0.631,0.672,0.542,0.512,4,1,,,,,,,,,,,
2.537,2.385,1.713,1.379,1.191,1.012,0.863,0.717,0.676,0.604,0.541,4,1,,,,,,,,,,,
2.554,2.139,1.678,1.136,1.331,1.066,0.912,0.73,0.656,0.502,0.516,4,1,,,,,,,,,,,
2.43,2.152,1.631,1.321,1.116,0.985,0.803,0.694,0.756,0.577,0.505,4,1,,,,,,,,,,,
1.352,1.223,0.968,1.063,0.998,0.703,0.693,0.604,0.5,0.491,0.424,5,1,,,,,,,,,,,
1.345,0.94,0.936,0.934,0.827,0.762,0.703,0.572,0.484,0.526,0.477,5,1,,,,,,,,,,,
1.245,1.358,0.932,0.944,0.969,0.746,0.679,0.546,0.538,0.501,0.438,5,1,,,,,,,,,,,
1.214,1.167,0.936,0.904,0.798,0.672,0.634,0.559,0.499,0.545,0.484,5,1,,,,,,,,,,,
1.335,1.156,0.949,0.896,0.999,0.729,0.703,0.521,0.473,0.567,0.46,5,1,,,,,,,,,,,
1.39,1.087,1.019,0.912,0.879,0.672,0.687,0.539,0.401,0.518,0.425,5,1,,,,,,,,,,,
1.317,1.122,0.845,0.829,0.914,0.69,0.612,0.584,0.468,0.545,0.427,5,1,,,,,,,,,,,
1.251,1.114,0.963,0.995,0.914,0.786,0.641,0.628,0.433,0.52,0.429,5,1,,,,,,,,,,,
1.322,1.179,0.884,0.875,0.76,0.635,0.553,0.51,0.395,0.473,0.349,5,1,,,,,,,,,,,
1.167,1.117,1.03,0.991,0.811,0.641,0.562,0.476,0.315,0.473,0.366,5,1,,,,,,,,,,,
1.309,1.196,0.968,0.804,0.896,0.648,0.58,0.494,0.318,0.424,0.413,5,1,,,,,,,,,,,
1.532,1.283,0.816,0.897,0.936,0.651,0.528,0.422,0.372,0.426,0.396,5,1,,,,,,,,,,,
1.343,0.978,0.921,0.824,0.942,0.689,0.516,0.48,0.356,0.482,0.388,5,1,,,,,,,,,,,
1.447,1.136,0.885,0.955,0.835,0.621,0.532,0.509,0.391,0.366,0.312,5,1,,,,,,,,,,,
1.393,1.019,0.938,0.912,0.945,0.678,0.599,0.464,0.353,0.409,0.362,5,1,,,,,,,,,,,
1.241,1.172,0.884,0.846,0.963,0.587,0.558,0.447,0.354,0.384,0.407,5,1,,,,,,,,,,,
1.183,1.194,0.825,0.768,0.892,0.67,0.554,0.423,0.323,0.348,0.287,5,1,,,,,,,,,,,
1.312,1.323,0.942,0.821,0.931,0.607,0.494,0.501,0.408,0.442,0.347,5,1,,,,,,,,,,,
1.324,1.06,1.016,0.77,0.861,0.635,0.519,0.445,0.308,0.388,0.248,5,1,,,,,,,,,,,
1.406,1.257,0.866,0.655,0.861,0.622,0.553,0.47,0.373,0.345,0.314,5,1,,,,,,,,,,,
1.421,1.155,0.829,0.624,0.646,0.616,0.544,0.48,0.325,0.383,0.351,5,1,,,,,,,,,,,
1.331,1.128,0.808,1.006,0.774,0.611,0.52,0.412,0.349,0.355,0.298,5,1,,,,,,,,,,,
1.28,1.007,0.845,0.845,0.85,0.639,0.518,0.457,0.328,0.413,0.33,5,1,,,,,,,,,,,
1.317,1.274,0.985,0.963,0.889,0.621,0.495,0.495,0.309,0.371,0.296,5,1,,,,,,,,,,,
1.378,1.262,0.789,1.028,0.836,0.651,0.536,0.429,0.32,0.392,0.351,5,1,,,,,,,,,,,
1.379,1.175,0.777,0.786,0.754,0.614,0.541,0.426,0.425,0.418,0.339,5,1,,,,,,,,,,,
1.373,1.273,0.873,0.956,0.926,0.645,0.521,0.441,0.302,0.397,0.39,5,1,,,,,,,,,,,
1.343,1,1.071,0.829,0.807,0.607,0.552,0.391,0.228,0.401,0.348,5,1,,,,,,,,,,,
1.466,1.199,0.837,0.913,0.713,0.622,0.513,0.456,0.325,0.393,0.339,5,1,,,,,,,,,,,
1.348,1.044,1.005,0.802,0.878,0.609,0.56,0.447,0.278,0.346,0.398,5,1,,,,,,,,,,,
1.639,1.321,0.93,1.082,0.924,0.675,0.678,0.54,0.398,0.433,0.392,5,1,,,,,,,,,,,
1.759,1.203,0.984,1.072,1.049,0.732,0.623,0.497,0.334,0.401,0.347,5,1,,,,,,,,,,,
1.483,1.26,1.121,0.988,0.978,0.716,0.598,0.47,0.368,0.473,0.331,5,1,,,,,,,,,,,
1.627,1.459,1.086,0.917,0.82,0.649,0.653,0.503,0.337,0.44,0.375,5,1,,,,,,,,,,,
1.545,1.328,1.194,0.814,0.978,0.739,0.596,0.556,0.422,0.431,0.343,5,1,,,,,,,,,,,
1.652,1.375,0.847,1.004,0.928,0.718,0.672,0.463,0.341,0.434,0.337,5,1,,,,,,,,,,,
1.53,1.365,1.048,1.181,0.97,0.698,0.649,0.507,0.345,0.401,0.346,5,1,,,,,,,,,,,
1.559,1.319,1.011,0.778,0.893,0.686,0.711,0.501,0.341,0.392,0.341,5,1,,,,,,,,,,,
1.533,1.171,1.087,0.903,1.04,0.681,0.618,0.511,0.379,0.442,0.366,5,1,,,,,,,,,,,
1.741,1.443,1.15,0.975,1.014,0.696,0.607,0.562,0.372,0.484,0.415,5,1,,,,,,,,,,,
1.596,1.332,1.043,0.919,0.991,0.698,0.605,0.48,0.34,0.425,0.416,5,1,,,,,,,,,,,
1.672,1.342,1.02,0.897,0.878,0.795,0.613,0.475,0.387,0.455,0.425,5,1,,,,,,,,,,,
1.733,1.293,0.966,1.013,0.952,0.722,0.585,0.562,0.373,0.379,0.377,5,1,,,,,,,,,,,
1.536,1.207,1.226,1.032,0.905,0.596,0.585,0.51,0.331,0.424,0.376,5,1,,,,,,,,,,,
1.539,1.339,0.938,0.906,0.762,0.656,0.583,0.518,0.421,0.415,0.314,5,1,,,,,,,,,,,
1.559,1.32,1.116,1.066,0.924,0.686,0.633,0.5,0.384,0.464,0.414,5,1,,,,,,,,,,,
1.779,1.218,0.867,1.044,0.893,0.658,0.58,0.507,0.286,0.431,0.396,5,1,,,,,,,,,,,
1.566,1.335,1.138,1.071,0.938,0.687,0.615,0.547,0.39,0.414,0.423,5,1,,,,,,,,,,,
1.583,1.336,1.081,0.881,1.02,0.718,0.585,0.538,0.397,0.391,0.376,5,1,,,,,,,,,,,
1.535,1.2,0.973,0.897,1.018,0.742,0.58,0.497,0.299,0.431,0.394,5,1,,,,,,,,,,,
1.644,1.331,1.096,0.981,1.031,0.69,0.643,0.574,0.369,0.462,0.359,5,1,,,,,,,,,,,
1.668,1.469,1.144,0.925,0.999,0.742,0.638,0.479,0.396,0.411,0.342,5,1,,,,,,,,,,,
1.709,1.19,1.028,1.004,0.998,0.698,0.592,0.533,0.446,0.448,0.339,5,1,,,,,,,,,,,
1.492,1.306,1.142,1.026,0.953,0.712,0.625,0.434,0.357,0.438,0.411,5,1,,,,,,,,,,,
1.589,1.363,1.238,0.992,0.818,0.728,0.56,0.538,0.327,0.434,0.384,5,1,,,,,,,,,,,
1.53,1.195,1.091,0.926,1.003,0.655,0.621,0.504,0.346,0.461,0.386,5,1,,,,,,,,,,,
1.728,1.286,1.042,0.943,0.819,0.694,0.617,0.495,0.354,0.474,0.422,5,1,,,,,,,,,,,
1.706,1.299,1.086,0.935,0.789,0.783,0.542,0.45,0.372,0.412,0.393,5,1,,,,,,,,,,,
1.547,1.286,1.028,1.059,0.995,0.636,0.623,0.597,0.348,0.361,0.395,5,1,,,,,,,,,,,
1.523,1.269,0.97,0.963,0.892,0.646,0.655,0.487,0.386,0.488,0.334,5,1,,,,,,,,,,,
1.898,1.411,1.238,1.131,1.136,0.8,0.693,0.642,0.483,0.551,0.45,6,1,,,,,,,,,,,
1.938,1.519,1.23,1.253,1.245,0.844,0.745,0.648,0.481,0.608,0.497,6,1,,,,,,,,,,,
1.818,1.52,1.195,1.237,1.171,0.779,0.672,0.58,0.41,0.516,0.44,6,1,,,,,,,,,,,
1.952,1.413,1.349,1.135,1.111,0.772,0.661,0.624,0.47,0.462,0.463,6,1,,,,,,,,,,,
1.904,1.621,1.025,1.156,0.912,0.729,0.675,0.528,0.386,0.499,0.323,6,1,,,,,,,,,,,
1.826,1.365,1.303,1.118,0.995,0.787,0.61,0.571,0.369,0.468,0.387,6,1,,,,,,,,,,,
1.749,1.478,1.295,1.078,1.057,0.835,0.722,0.621,0.48,0.529,0.478,6,1,,,,,,,,,,,
1.785,1.508,1.17,1.002,1.144,0.798,0.566,0.453,0.348,0.444,0.341,6,1,,,,,,,,,,,
1.957,1.475,1.152,1.087,0.974,0.722,0.633,0.492,0.354,0.494,0.35,6,1,,,,,,,,,,,
1.916,1.593,1.199,1.241,0.861,0.699,0.653,0.461,0.332,0.37,0.352,6,1,,,,,,,,,,,
1.849,1.457,1.165,1.073,0.962,0.778,0.635,0.518,0.368,0.501,0.422,6,1,,,,,,,,,,,
1.79,1.252,1.172,0.951,0.973,0.741,0.593,0.527,0.343,0.498,0.351,6,1,,,,,,,,,,,
1.825,1.623,1.088,1.152,0.996,0.693,0.552,0.479,0.316,0.417,0.292,6,1,,,,,,,,,,,
2.08,1.384,1.136,1.16,0.922,0.744,0.644,0.511,0.356,0.438,0.36,6,1,,,,,,,,,,,
1.882,1.447,0.999,0.951,1.034,0.738,0.659,0.536,0.333,0.456,0.36,6,1,,,,,,,,,,,
1.765,1.44,1.198,1.182,0.997,0.675,0.654,0.475,0.344,0.45,0.307,6,1,,,,,,,,,,,
1.883,1.457,1.386,1.13,0.811,0.745,0.59,0.51,0.3,0.403,0.395,6,1,,,,,,,,,,,
1.916,1.343,1.275,1.022,0.858,0.739,0.561,0.604,0.326,0.427,0.264,6,1,,,,,,,,,,,
1.833,1.531,1.222,1.164,1.005,0.705,0.625,0.565,0.343,0.414,0.337,6,1,,,,,,,,,,,
1.871,1.594,1.067,1.032,1.141,0.722,0.652,0.508,0.363,0.419,0.303,6,1,,,,,,,,,,,
2.014,1.502,1.227,1.054,0.932,0.772,0.665,0.508,0.301,0.358,0.398,6,1,,,,,,,,,,,
1.969,1.553,0.947,0.95,0.923,0.667,0.594,0.5,0.278,0.398,0.291,6,1,,,,,,,,,,,
1.778,1.494,1.268,1.061,0.899,0.736,0.553,0.43,0.352,0.416,0.387,6,1,,,,,,,,,,,
1.933,1.197,1.033,1.026,0.956,0.777,0.571,0.498,0.299,0.407,0.299,6,1,,,,,,,,,,,
1.732,1.427,1.171,0.979,0.994,0.682,0.667,0.436,0.346,0.448,0.265,6,1,,,,,,,,,,,
1.872,1.51,1.202,1.027,0.887,0.715,0.561,0.485,0.304,0.387,0.266,6,1,,,,,,,,,,,
1.904,1.488,1.173,1.267,0.957,0.665,0.546,0.517,0.286,0.44,0.285,6,1,,,,,,,,,,,
1.946,1.338,1.272,0.879,1.042,0.719,0.604,0.46,0.344,0.441,0.362,6,1,,,,,,,,,,,
2.054,1.619,1.051,1.065,0.835,0.77,0.655,0.502,0.276,0.489,0.445,6,1,,,,,,,,,,,
1.988,1.528,1.161,1.186,0.865,0.76,0.526,0.45,0.339,0.436,0.376,6,1,,,,,,,,,,,
2.084,1.539,1.232,0.981,0.821,0.654,0.577,0.473,0.255,0.368,0.284,6,1,,,,,,,,,,,
2.098,1.413,1.027,1.053,0.85,0.698,0.604,0.431,0.287,0.403,0.335,6,1,,,,,,,,,,,
2.024,1.311,1.191,0.947,1.101,0.687,0.519,0.475,0.329,0.426,0.309,6,1,,,,,,,,,,,
1.995,1.754,1.139,1.09,0.937,0.695,0.621,0.475,0.293,0.397,0.348,6,1,,,,,,,,,,,
1.947,1.578,1.014,1.058,0.818,0.679,0.535,0.501,0.281,0.422,0.328,6,1,,,,,,,,,,,
1.928,1.559,1.269,1.033,0.795,0.647,0.561,0.45,0.299,0.351,0.268,6,1,,,,,,,,,,,
1.97,1.334,1.183,1.102,0.788,0.631,0.505,0.443,0.289,0.379,0.237,6,1,,,,,,,,,,,
1.928,1.46,1.12,1.022,0.847,0.688,0.464,0.47,0.248,0.348,0.248,6,1,,,,,,,,,,,
1.971,1.604,1.31,0.919,0.984,0.663,0.552,0.364,0.287,0.428,0.317,6,1,,,,,,,,,,,
1.726,1.599,1.108,1.053,0.842,0.699,0.604,0.455,0.332,0.377,0.231,6,1,,,,,,,,,,,
2.088,1.434,1.221,1.067,0.955,0.651,0.582,0.441,0.292,0.375,0.272,6,1,,,,,,,,,,,
1.848,1.565,1.233,1.177,0.888,0.653,0.575,0.495,0.227,0.379,0.243,6,1,,,,,,,,,,,
1.906,1.67,1.212,1.154,0.769,0.671,0.588,0.414,0.246,0.37,0.305,6,1,,,,,,,,,,,
1.977,1.619,1.238,1.136,0.952,0.69,0.521,0.466,0.272,0.371,0.282,6,1,,,,,,,,,,,
2.049,1.575,1.183,1.026,1,0.665,0.657,0.495,0.261,0.329,0.314,6,1,,,,,,,,,,,
2.007,1.483,0.976,1.074,0.997,0.736,0.588,0.515,0.357,0.415,0.338,6,1,,,,,,,,,,,
1.85,1.651,1.163,0.941,0.885,0.656,0.589,0.429,0.293,0.464,0.309,6,1,,,,,,,,,,,
1.943,1.66,1.23,1.219,0.731,0.725,0.617,0.469,0.293,0.36,0.315,6,1,,,,,,,,,,,
2.045,1.524,1.195,0.95,0.861,0.73,0.587,0.478,0.254,0.338,0.255,6,1,,,,,,,,,,,
2.122,1.499,1.21,1.08,0.944,0.676,0.595,0.443,0.319,0.409,0.264,6,1,,,,,,,,,,,
2.043,1.498,1.117,1.076,0.995,0.694,0.596,0.453,0.313,0.361,0.277,6,1,,,,,,,,,,,
2.016,1.613,1.243,0.932,0.918,0.668,0.59,0.482,0.338,0.35,0.231,6,1,,,,,,,,,,,
2.191,1.538,1.398,0.941,0.962,0.739,0.597,0.463,0.304,0.406,0.33,6,1,,,,,,,,,,,
2.116,1.628,1.171,0.846,0.958,0.671,0.528,0.383,0.233,0.258,0.242,6,1,,,,,,,,,,,
2.213,1.46,1.194,1.229,0.923,0.681,0.594,0.454,0.229,0.274,0.204,6,1,,,,,,,,,,,
2.018,1.473,1.301,1.034,0.916,0.72,0.573,0.461,0.314,0.396,0.312,6,1,,,,,,,,,,,
1.934,1.514,1.073,1.036,0.808,0.681,0.575,0.466,0.223,0.33,0.182,6,1,,,,,,,,,,,
1.887,1.554,1.293,1.106,0.956,0.622,0.611,0.511,0.217,0.317,0.322,6,1,,,,,,,,,,,
2.17,1.732,1.182,1.178,0.811,0.592,0.511,0.463,0.277,0.372,0.279,6,1,,,,,,,,,,,
1.873,1.428,1.123,1.094,0.876,0.673,0.59,0.421,0.268,0.37,0.312,6,1,,,,,,,,,,,
1.826,1.462,1.031,0.718,0.65,0.494,0.397,0.323,0.189,0.254,0.193,7,1,,,,,,,,,,,
1.784,1.439,0.955,0.792,0.94,0.536,0.459,0.33,0.132,0.305,0.219,7,1,,,,,,,,,,,
1.811,1.344,0.987,0.764,0.744,0.582,0.465,0.319,0.196,0.223,0.195,7,1,,,,,,,,,,,
1.774,1.388,0.886,0.932,1.026,0.528,0.444,0.332,0.163,0.246,0.165,7,1,,,,,,,,,,,
1.75,1.261,1.003,0.787,0.882,0.505,0.418,0.366,0.201,0.263,0.233,7,1,,,,,,,,,,,
1.817,1.247,0.957,0.886,0.749,0.531,0.421,0.33,0.158,0.256,0.211,7,1,,,,,,,,,,,
1.748,1.42,0.958,0.876,0.641,0.528,0.499,0.345,0.154,0.214,0.206,7,1,,,,,,,,,,,
1.698,1.194,1.032,0.843,0.802,0.464,0.5,0.333,0.178,0.265,0.239,7,1,,,,,,,,,,,
2.008,1.39,0.983,0.752,0.65,0.532,0.408,0.299,0.26,0.24,0.192,7,1,,,,,,,,,,,
1.745,1.237,0.992,0.937,0.722,0.532,0.407,0.314,0.124,0.262,0.135,7,1,,,,,,,,,,,
1.963,1.263,0.792,0.852,0.781,0.443,0.419,0.307,0.134,0.272,0.141,7,1,,,,,,,,,,,
1.757,1.504,1.099,1.047,0.697,0.462,0.416,0.373,0.177,0.226,0.201,7,1,,,,,,,,,,,
1.695,1.047,0.998,0.846,0.852,0.545,0.402,0.301,0.14,0.241,0.152,7,1,,,,,,,,,,,
1.758,1.383,0.879,0.971,0.775,0.556,0.413,0.327,0.148,0.243,0.174,7,1,,,,,,,,,,,
1.756,1.079,1.052,0.8,0.882,0.531,0.418,0.306,0.16,0.252,0.234,7,1,,,,,,,,,,,
1.818,1.373,0.973,0.763,0.631,0.55,0.446,0.216,0.11,0.227,0.223,7,1,,,,,,,,,,,
1.946,1.246,1.15,0.861,0.631,0.493,0.382,0.353,0.195,0.202,0.075,7,1,,,,,,,,,,,
1.768,1.219,0.978,0.658,0.743,0.458,0.377,0.287,0.177,0.23,0.192,7,1,,,,,,,,,,,
1.723,1.339,1.055,0.794,0.784,0.545,0.424,0.284,0.14,0.202,0.196,7,1,,,,,,,,,,,
1.526,1.482,0.93,0.65,0.82,0.527,0.414,0.344,0.112,0.238,0.193,7,1,,,,,,,,,,,
1.796,1.325,0.869,0.715,0.745,0.41,0.481,0.277,0.165,0.272,0.183,7,1,,,,,,,,,,,
1.694,1.396,0.997,0.852,0.7,0.471,0.232,0.345,0.208,0.215,0.147,7,1,,,,,,,,,,,
1.83,1.402,0.824,0.74,0.656,0.479,0.435,0.37,0.117,0.145,0.115,7,1,,,,,,,,,,,
1.836,1.306,1.123,0.942,0.844,0.553,0.386,0.345,0.146,0.28,0.13,7,1,,,,,,,,,,,
1.874,1.218,0.897,0.956,0.667,0.557,0.397,0.285,0.104,0.208,0.079,7,1,,,,,,,,,,,
1.878,1.423,0.854,0.749,0.755,0.495,0.4,0.349,0.184,0.251,0.102,7,1,,,,,,,,,,,
2.059,1.284,0.801,0.934,0.741,0.504,0.421,0.306,0.147,0.234,0.169,7,1,,,,,,,,,,,
1.735,1.314,0.895,0.915,0.688,0.475,0.378,0.285,0.208,0.214,0.137,7,1,,,,,,,,,,,
1.847,1.433,0.966,0.907,0.75,0.454,0.483,0.269,0.174,0.249,0.109,7,1,,,,,,,,,,,
2.05,1.257,1.006,0.816,0.88,0.49,0.427,0.314,0.131,0.288,0.186,7,1,,,,,,,,,,,
2.135,1.536,1.148,1.09,0.994,0.567,0.405,0.368,0.259,0.328,0.251,7,1,,,,,,,,,,,
1.992,1.543,1.218,0.805,0.697,0.568,0.474,0.346,0.188,0.212,0.281,7,1,,,,,,,,,,,
2.127,1.553,1.179,0.996,0.805,0.559,0.521,0.387,0.212,0.244,0.173,7,1,,,,,,,,,,,
1.995,1.432,1.252,1.083,1.017,0.604,0.472,0.344,0.212,0.299,0.295,7,1,,,,,,,,,,,
2.02,1.582,1.117,1.102,0.609,0.547,0.471,0.383,0.169,0.261,0.162,7,1,,,,,,,,,,,
1.906,1.486,1.234,1.027,0.703,0.547,0.474,0.34,0.222,0.301,0.193,7,1,,,,,,,,,,,
1.989,1.39,1.33,1.204,0.735,0.525,0.508,0.362,0.211,0.258,0.192,7,1,,,,,,,,,,,
1.973,1.462,1.051,0.977,0.848,0.556,0.498,0.344,0.09,0.273,0.213,7,1,,,,,,,,,,,
1.961,1.372,1.193,0.8,0.847,0.578,0.464,0.394,0.225,0.243,0.175,7,1,,,,,,,,,,,
2.058,1.334,1.26,0.956,0.763,0.6,0.434,0.328,0.168,0.301,0.123,7,1,,,,,,,,,,,
2.064,1.332,1.09,0.885,0.62,0.525,0.414,0.34,0.107,0.237,0.14,7,1,,,,,,,,,,,
2.013,1.641,1.07,0.771,0.812,0.544,0.387,0.314,0.154,0.298,0.213,7,1,,,,,,,,,,,
1.926,1.464,1.087,0.867,0.916,0.577,0.445,0.338,0.143,0.207,0.252,7,1,,,,,,,,,,,
2.024,1.587,1.203,0.936,0.736,0.506,0.487,0.315,0.176,0.221,0.18,7,1,,,,,,,,,,,
1.893,1.559,1.301,0.843,0.72,0.564,0.431,0.346,0.146,0.222,0.181,7,1,,,,,,,,,,,
2.016,1.403,1.069,0.797,0.735,0.534,0.482,0.357,0.209,0.218,0.103,7,1,,,,,,,,,,,
1.988,1.368,1.106,1.058,0.748,0.506,0.462,0.372,0.172,0.292,0.178,7,1,,,,,,,,,,,
1.86,1.431,1.05,0.967,0.792,0.495,0.473,0.342,0.154,0.259,0.211,7,1,,,,,,,,,,,
1.965,1.557,1.092,0.898,0.89,0.556,0.476,0.355,0.163,0.256,0.157,7,1,,,,,,,,,,,
2.072,1.329,1.073,0.986,0.888,0.536,0.463,0.382,0.147,0.223,0.17,7,1,,,,,,,,,,,
2.09,1.449,1.091,0.834,0.749,0.479,0.455,0.294,0.166,0.235,0.199,7,1,,,,,,,,,,,
2.025,1.376,1.021,0.891,0.793,0.558,0.486,0.327,0.192,0.264,0.212,7,1,,,,,,,,,,,
2.022,1.556,1.148,0.937,0.627,0.569,0.478,0.331,0.16,0.248,0.165,7,1,,,,,,,,,,,
1.949,1.345,1.132,0.913,0.932,0.493,0.456,0.371,0.182,0.256,0.151,7,1,,,,,,,,,,,
1.95,1.467,1.064,0.944,0.743,0.461,0.419,0.319,0.161,0.197,0.208,7,1,,,,,,,,,,,
1.962,1.453,0.947,0.942,0.698,0.486,0.429,0.305,0.167,0.204,0.223,7,1,,,,,,,,,,,
1.9,1.507,1.248,0.842,0.93,0.61,0.413,0.397,0.181,0.287,0.049,7,1,,,,,,,,,,,
2.072,1.439,0.916,0.924,0.746,0.594,0.409,0.34,0.104,0.226,0.201,7,1,,,,,,,,,,,
2.018,1.583,1.033,0.916,0.844,0.491,0.395,0.355,0.189,0.269,0.184,7,1,,,,,,,,,,,
1.895,1.277,1.171,0.816,0.776,0.581,0.43,0.317,0.162,0.259,0.228,7,1,,,,,,,,,,,
1.722,1.343,1.084,0.816,0.764,0.505,0.422,0.326,0.159,0.305,0.248,8,1,,,,,,,,,,,
1.786,1.35,1.039,1.038,0.87,0.571,0.421,0.378,0.152,0.307,0.247,8,1,,,,,,,,,,,
1.775,1.2,0.912,0.855,0.748,0.466,0.387,0.364,0.193,0.295,0.162,8,1,,,,,,,,,,,
1.769,1.352,1.005,0.901,0.714,0.508,0.393,0.355,0.192,0.281,0.172,8,1,,,,,,,,,,,
1.591,1.32,0.887,0.933,0.795,0.493,0.433,0.324,0.079,0.303,0.207,8,1,,,,,,,,,,,
1.644,1.159,0.825,0.739,0.766,0.491,0.456,0.315,0.173,0.284,0.139,8,1,,,,,,,,,,,
1.743,1.235,0.977,0.742,0.74,0.558,0.374,0.314,0.15,0.334,0.142,8,1,,,,,,,,,,,
1.722,1.368,1.084,0.816,0.792,0.515,0.39,0.368,0.094,0.314,0.163,8,1,,,,,,,,,,,
1.74,1.184,1.101,0.729,0.664,0.487,0.372,0.288,0.142,0.245,0.221,8,1,,,,,,,,,,,
1.758,1.38,0.807,0.97,0.618,0.474,0.388,0.315,0.093,0.256,0.185,8,1,,,,,,,,,,,
1.774,1.177,0.972,0.855,0.617,0.498,0.379,0.333,0.157,0.269,0.192,8,1,,,,,,,,,,,
1.734,1.319,0.817,0.83,0.841,0.513,0.403,0.331,0.146,0.304,0.193,8,1,,,,,,,,,,,
1.643,1.156,0.869,0.642,0.678,0.478,0.4,0.358,0.189,0.258,0.176,8,1,,,,,,,,,,,
1.803,1.203,0.98,0.782,0.652,0.526,0.386,0.29,0.171,0.303,0.211,8,1,,,,,,,,,,,
1.55,1.236,0.848,0.898,0.771,0.452,0.403,0.304,0.222,0.269,0.206,8,1,,,,,,,,,,,
1.694,1.191,1.012,0.926,0.775,0.466,0.432,0.274,0.181,0.274,0.203,8,1,,,,,,,,,,,
1.785,1.287,0.986,0.818,0.822,0.497,0.439,0.302,0.169,0.258,0.152,8,1,,,,,,,,,,,
1.732,1.305,0.868,0.772,0.921,0.501,0.418,0.363,0.171,0.227,0.177,8,1,,,,,,,,,,,
1.746,1.315,0.912,0.959,0.763,0.494,0.389,0.298,0.141,0.289,0.162,8,1,,,,,,,,,,,
1.848,1.291,0.876,0.703,0.755,0.478,0.401,0.29,0.165,0.249,0.186,8,1,,,,,,,,,,,
1.824,1.303,0.878,0.742,0.658,0.45,0.464,0.347,0.123,0.246,0.13,8,1,,,,,,,,,,,
1.459,1.348,1.066,0.874,0.55,0.512,0.351,0.328,0.191,0.288,0.13,8,1,,,,,,,,,,,
1.99,1.215,0.996,0.777,0.701,0.5,0.383,0.321,0.118,0.25,0.197,8,1,,,,,,,,,,,
1.779,1.209,1.013,0.741,0.729,0.461,0.345,0.291,0.197,0.299,0.175,8,1,,,,,,,,,,,
1.67,1.368,1.023,0.398,0.768,0.496,0.432,0.34,0.132,0.178,0.178,8,1,,,,,,,,,,,
1.876,1.286,1.058,0.706,0.886,0.562,0.352,0.317,0.158,0.238,0.209,8,1,,,,,,,,,,,
1.812,1.242,0.947,0.81,0.635,0.56,0.364,0.255,0.192,0.299,0.222,8,1,,,,,,,,,,,
1.693,1.186,0.784,0.886,0.902,0.494,0.431,0.29,0.246,0.27,0.176,8,1,,,,,,,,,,,
1.701,1.254,0.982,0.913,0.554,0.472,0.407,0.314,0.15,0.254,0.126,8,1,,,,,,,,,,,
1.683,1.373,0.885,0.869,0.819,0.481,0.402,0.278,0.16,0.211,0.206,8,1,,,,,,,,,,,
1.724,1.531,1.002,0.885,0.606,0.565,0.47,0.398,0.253,0.319,0.245,8,1,,,,,,,,,,,
1.612,1.288,0.98,0.887,0.959,0.582,0.49,0.413,0.316,0.351,0.333,8,1,,,,,,,,,,,
1.832,1.418,0.963,0.935,0.777,0.65,0.498,0.418,0.29,0.363,0.258,8,1,,,,,,,,,,,
1.83,1.363,1,0.901,0.878,0.605,0.551,0.482,0.34,0.366,0.33,8,1,,,,,,,,,,,
